section,type,geo_level,country,state,year,quarter,period,source_path,category,count,amount,brand,registeredUsers,appOpens,brand_count,brand_percentage
aggregated,transaction,country,india,,2022,4,2022-Q4,data/aggregated/transaction/country/india/2022/4.json,Merchant payments,6565690145,3673601044800.037,,,,,
aggregated,transaction,country,india,,2022,4,2022-Q4,data/aggregated/transaction/country/india/2022/4.json,Others,10013085,7361492606.590162,,,,,
aggregated,transaction,country,india,,2022,4,2022-Q4,data/aggregated/transaction/country/india/2022/4.json,Peer-to-peer payments,4459859921,14578874324207.227,,,,,
aggregated,transaction,country,india,,2022,4,2022-Q4,data/aggregated/transaction/country/india/2022/4.json,Recharge & bill payments,991049281,649776847580.25,,,,,
aggregated,transaction,country,india,,2023,1,2023-Q1,data/aggregated/transaction/country/india/2023/1.json,Financial Services,4884759,5673343900.0,,,,,
aggregated,transaction,country,india,,2023,1,2023-Q1,data/aggregated/transaction/country/india/2023/1.json,Merchant payments,7205999708,3745994748195.0,,,,,
aggregated,transaction,country,india,,2023,1,2023-Q1,data/aggregated/transaction/country/india/2023/1.json,Others,10259195,7571900579.0,,,,,
aggregated,transaction,country,india,,2023,1,2023-Q1,data/aggregated/transaction/country/india/2023/1.json,Peer-to-peer payments,4792478560,15924876501456.0,,,,,
aggregated,transaction,country,india,,2023,1,2023-Q1,data/aggregated/transaction/country/india/2023/1.json,Recharge & bill payments,1076952638,829952832616.0,,,,,
aggregated,transaction,country,india,,2023,2,2023-Q2,data/aggregated/transaction/country/india/2023/2.json,Financial Services,5195942,6364033676.0,,,,,
aggregated,transaction,country,india,,2023,2,2023-Q2,data/aggregated/transaction/country/india/2023/2.json,Merchant payments,8529595637,4277821161887.0,,,,,
aggregated,transaction,country,india,,2023,2,2023-Q2,data/aggregated/transaction/country/india/2023/2.json,Others,9341245,6919677602.0,,,,,
aggregated,transaction,country,india,,2023,2,2023-Q2,data/aggregated/transaction/country/india/2023/2.json,Peer-to-peer payments,5374546962,17722778868673.0,,,,,
aggregated,transaction,country,india,,2023,2,2023-Q2,data/aggregated/transaction/country/india/2023/2.json,Recharge & bill payments,1190947064,904758857308.0,,,,,
aggregated,transaction,country,india,,2023,3,2023-Q3,data/aggregated/transaction/country/india/2023/3.json,Financial Services,6273522,8553479441.0,,,,,
aggregated,transaction,country,india,,2023,3,2023-Q3,data/aggregated/transaction/country/india/2023/3.json,Merchant payments,9868299757,4686944326058.0,,,,,
aggregated,transaction,country,india,,2023,3,2023-Q3,data/aggregated/transaction/country/india/2023/3.json,Others,8491944,6397985054.0,,,,,
aggregated,transaction,country,india,,2023,3,2023-Q3,data/aggregated/transaction/country/india/2023/3.json,Peer-to-peer payments,5929662466,18342686827713.0,,,,,
aggregated,transaction,country,india,,2023,3,2023-Q3,data/aggregated/transaction/country/india/2023/3.json,Recharge & bill payments,1229068434,967694654180.0,,,,,
aggregated,transaction,country,india,,2023,4,2023-Q4,data/aggregated/transaction/country/india/2023/4.json,Financial Services,7517384,9998159518.0,,,,,
aggregated,transaction,country,india,,2023,4,2023-Q4,data/aggregated/transaction/country/india/2023/4.json,Merchant payments,11107996161,5419672580085.0,,,,,
aggregated,transaction,country,india,,2023,4,2023-Q4,data/aggregated/transaction/country/india/2023/4.json,Others,8651416,6391200449.0,,,,,
aggregated,transaction,country,india,,2023,4,2023-Q4,data/aggregated/transaction/country/india/2023/4.json,Peer-to-peer payments,6643982862,20533815852133.0,,,,,
aggregated,transaction,country,india,,2023,4,2023-Q4,data/aggregated/transaction/country/india/2023/4.json,Recharge & bill payments,1247192050,1077506924551.0,,,,,
aggregated,transaction,country,india,,2024,1,2024-Q1,data/aggregated/transaction/country/india/2024/1.json,Financial Services,7419656,11806228360.0,,,,,
aggregated,transaction,country,india,,2024,1,2024-Q1,data/aggregated/transaction/country/india/2024/1.json,Merchant payments,12520741960,5962442621632.0,,,,,
aggregated,transaction,country,india,,2024,1,2024-Q1,data/aggregated/transaction/country/india/2024/1.json,Others,8290191,6518078355.0,,,,,
aggregated,transaction,country,india,,2024,1,2024-Q1,data/aggregated/transaction/country/india/2024/1.json,Peer-to-peer payments,7335480797,22327480157794.0,,,,,
aggregated,transaction,country,india,,2024,1,2024-Q1,data/aggregated/transaction/country/india/2024/1.json,Recharge & bill payments,1365204965,1150335013422.0,,,,,
aggregated,transaction,country,india,,2024,2,2024-Q2,data/aggregated/transaction/country/india/2024/2.json,Financial Services,8865844,14501331707.0,,,,,
aggregated,transaction,country,india,,2024,2,2024-Q2,data/aggregated/transaction/country/india/2024/2.json,Merchant payments,14634736361,6800938567813.0,,,,,
aggregated,transaction,country,india,,2024,2,2024-Q2,data/aggregated/transaction/country/india/2024/2.json,Others,8700101,8229697142.0,,,,,
aggregated,transaction,country,india,,2024,2,2024-Q2,data/aggregated/transaction/country/india/2024/2.json,Peer-to-peer payments,7929923251,23817818323139.0,,,,,
aggregated,transaction,country,india,,2024,2,2024-Q2,data/aggregated/transaction/country/india/2024/2.json,Recharge & bill payments,1443979969,1179029035046.0,,,,,
aggregated,transaction,country,india,,2024,3,2024-Q3,data/aggregated/transaction/country/india/2024/3.json,Financial Services,10798565,17450358563.0,,,,,
aggregated,transaction,country,india,,2024,3,2024-Q3,data/aggregated/transaction/country/india/2024/3.json,Merchant payments,15826083595,7132485242978.0,,,,,
aggregated,transaction,country,india,,2024,3,2024-Q3,data/aggregated/transaction/country/india/2024/3.json,Others,7361054,8309733368.0,,,,,
aggregated,transaction,country,india,,2024,3,2024-Q3,data/aggregated/transaction/country/india/2024/3.json,Peer-to-peer payments,8566984108,23963938754607.0,,,,,
aggregated,transaction,country,india,,2024,3,2024-Q3,data/aggregated/transaction/country/india/2024/3.json,Recharge & bill payments,1409788062,1224783540794.0,,,,,
aggregated,transaction,country,india,,2024,4,2024-Q4,data/aggregated/transaction/country/india/2024/4.json,Financial Services,32113340,18162331751.0,,,,,
aggregated,transaction,country,india,,2024,4,2024-Q4,data/aggregated/transaction/country/india/2024/4.json,Merchant payments,17419191808,8081429560226.0,,,,,
aggregated,transaction,country,india,,2024,4,2024-Q4,data/aggregated/transaction/country/india/2024/4.json,Others,7217236,9369386297.0,,,,,
aggregated,transaction,country,india,,2024,4,2024-Q4,data/aggregated/transaction/country/india/2024/4.json,Peer-to-peer payments,9368204284,26633866936498.0,,,,,
aggregated,transaction,country,india,,2024,4,2024-Q4,data/aggregated/transaction/country/india/2024/4.json,Recharge & bill payments,1392529171,1255972669825.0,,,,,
